Development,AvailableLots,timestamp
ANGULLIA PARK OFF STREET,0,2022-04-12T05:37
ANGULLIA PARK OFF STREET,0,2022-04-12T15:22
ANGULLIA PARK OFF STREET,267,2022-04-12T16:02
ANGULLIA PARK OFF STREET,0,2022-04-11T16:37
ANGULLIA PARK OFF STREET,0,2022-04-11T16:42
ANGULLIA PARK OFF STREET,267,2022-04-11T16:47
ANGULLIA PARK OFF STREET,0,2022-04-12T05:47
ANGULLIA PARK OFF STREET,0,2022-04-12T11:22
ANGULLIA PARK OFF STREET,219,2022-04-12T13:42
ANGULLIA PARK OFF STREET,226,2022-04-12T13:47
ANGULLIA PARK OFF STREET,0,2022-04-12T14:57
ANGULLIA PARK OFF STREET,267,2022-04-12T15:02
ANGULLIA PARK OFF STREET,266,2022-04-12T15:07
ANGULLIA PARK OFF STREET,0,2022-04-11T13:32
ANGULLIA PARK OFF STREET,0,2022-04-11T22:12
ANGULLIA PARK OFF STREET,0,2022-04-11T22:17
ANGULLIA PARK OFF STREET,0,2022-04-11T22:22
ANGULLIA PARK OFF STREET,0,2022-04-11T22:27
ANGULLIA PARK OFF STREET,0,2022-04-11T22:32
ANGULLIA PARK OFF STREET,266,2022-04-11T22:37
ANGULLIA PARK OFF STREET,0,2022-04-11T22:42
ANGULLIA PARK OFF STREET,0,2022-04-12T05:42
ANGULLIA PARK OFF STREET,0,2022-04-12T13:37
ANGULLIA PARK OFF STREET,0,2022-04-12T15:12
ANGULLIA PARK OFF STREET,0,2022-04-12T15:17
ANGULLIA PARK OFF STREET,0,2022-04-11T13:27
ANGULLIA PARK OFF STREET,0,2022-04-11T18:12
ANGULLIA PARK OFF STREET,0,2022-04-11T18:17
ANGULLIA PARK OFF STREET,267,2022-04-11T18:22
ANGULLIA PARK OFF STREET,0,2022-04-11T18:27
ANGULLIA PARK OFF STREET,0,2022-04-11T18:32
ANGULLIA PARK OFF STREET,60,2022-04-12T05:17
ANGULLIA PARK OFF STREET,66,2022-04-12T05:22
ANGULLIA PARK OFF STREET,195,2022-04-12T13:32
ANGULLIA PARK OFF STREET,266,2022-04-11T18:37
ANGULLIA PARK OFF STREET,0,2022-04-11T18:42
ANGULLIA PARK OFF STREET,0,2022-04-11T18:47
ANGULLIA PARK OFF STREET,266,2022-04-11T18:52
ANGULLIA PARK OFF STREET,0,2022-04-11T18:57
ANGULLIA PARK OFF STREET,266,2022-04-11T19:02
ANGULLIA PARK OFF STREET,0,2022-04-12T03:47
ANGULLIA PARK OFF STREET,75,2022-04-12T03:52
ANGULLIA PARK OFF STREET,0,2022-04-12T04:07
ANGULLIA PARK OFF STREET,0,2022-04-12T13:27
ANGULLIA PARK OFF STREET,0,2022-04-11T13:17
ANGULLIA PARK OFF STREET,0,2022-04-11T13:22
ANGULLIA PARK OFF STREET,267,2022-04-11T19:07
ANGULLIA PARK OFF STREET,0,2022-04-11T19:12
ANGULLIA PARK OFF STREET,0,2022-04-11T19:17
ANGULLIA PARK OFF STREET,266,2022-04-11T19:22
ANGULLIA PARK OFF STREET,0,2022-04-11T19:27
ANGULLIA PARK OFF STREET,0,2022-04-11T19:32
ANGULLIA PARK OFF STREET,0,2022-04-11T19:37
ANGULLIA PARK OFF STREET,0,2022-04-11T19:42
ANGULLIA PARK OFF STREET,0,2022-04-11T19:47
ANGULLIA PARK OFF STREET,0,2022-04-11T19:52
ANGULLIA PARK OFF STREET,0,2022-04-11T19:57
ANGULLIA PARK OFF STREET,0,2022-04-11T20:02
ANGULLIA PARK OFF STREET,0,2022-04-11T20:07
ANGULLIA PARK OFF STREET,0,2022-04-12T03:57
ANGULLIA PARK OFF STREET,52,2022-04-12T04:12
ANGULLIA PARK OFF STREET,0,2022-04-12T04:17
ANGULLIA PARK OFF STREET,0,2022-04-12T11:47
ANGULLIA PARK OFF STREET,0,2022-03-07T18:52
ANGULLIA PARK OFF STREET,0,2022-03-07T18:57
ANGULLIA PARK OFF STREET,0,2022-03-07T19:07
ANGULLIA PARK OFF STREET,0,2022-03-07T19:12
ANGULLIA PARK OFF STREET,0,2022-04-11T13:12
ANGULLIA PARK OFF STREET,0,2022-04-11T20:12
ANGULLIA PARK OFF STREET,0,2022-04-11T20:17
ANGULLIA PARK OFF STREET,267,2022-04-11T20:22
ANGULLIA PARK OFF STREET,267,2022-04-11T20:27
ANGULLIA PARK OFF STREET,0,2022-04-11T20:32
ANGULLIA PARK OFF STREET,267,2022-04-11T20:37
ANGULLIA PARK OFF STREET,0,2022-04-11T20:42
ANGULLIA PARK OFF STREET,0,2022-04-11T20:47
ANGULLIA PARK OFF STREET,267,2022-04-11T20:52
ANGULLIA PARK OFF STREET,0,2022-04-11T20:57
ANGULLIA PARK OFF STREET,0,2022-04-11T21:02
ANGULLIA PARK OFF STREET,0,2022-04-12T04:02
ANGULLIA PARK OFF STREET,105,2022-04-12T11:27
ANGULLIA PARK OFF STREET,0,2022-04-12T11:32
ANGULLIA PARK OFF STREET,105,2022-04-12T11:42
ANGULLIA PARK OFF STREET,116,2022-04-12T11:52
ANGULLIA PARK OFF STREET,0,2022-04-11T13:07
ANGULLIA PARK OFF STREET,0,2022-04-11T21:07
ANGULLIA PARK OFF STREET,0,2022-04-11T21:42
ANGULLIA PARK OFF STREET,0,2022-04-11T21:47
ANGULLIA PARK OFF STREET,0,2022-04-11T21:52
ANGULLIA PARK OFF STREET,0,2022-04-11T21:57
ANGULLIA PARK OFF STREET,267,2022-04-11T22:02
ANGULLIA PARK OFF STREET,0,2022-04-11T22:07
ANGULLIA PARK OFF STREET,0,2022-04-12T11:37
ANGULLIA PARK OFF STREET,183,2022-04-12T13:17
ANGULLIA PARK OFF STREET,0,2022-04-12T13:22
ANGULLIA PARK OFF STREET,0,2022-04-12T04:52
ANGULLIA PARK OFF STREET,59,2022-04-12T04:57
ANGULLIA PARK OFF STREET,0,2022-04-12T05:02
ANGULLIA PARK OFF STREET,0,2022-04-12T12:42
ANGULLIA PARK OFF STREET,0,2022-04-11T21:12
ANGULLIA PARK OFF STREET,0,2022-04-11T21:17
ANGULLIA PARK OFF STREET,0,2022-04-11T21:22
ANGULLIA PARK OFF STREET,266,2022-04-11T21:27
ANGULLIA PARK OFF STREET,0,2022-04-11T21:32
ANGULLIA PARK OFF STREET,0,2022-04-11T21:37
ANGULLIA PARK OFF STREET,0,2022-04-12T04:47
ANGULLIA PARK OFF STREET,0,2022-04-12T12:32
ANGULLIA PARK OFF STREET,0,2022-04-12T12:37
ANGULLIA PARK OFF STREET,0,2022-04-12T12:47
ANGULLIA PARK OFF STREET,0,2022-04-12T12:52
ANGULLIA PARK OFF STREET,178,2022-04-12T13:12
ANGULLIA PARK OFF STREET,0,2022-03-07T19:17
ANGULLIA PARK OFF STREET,0,2022-03-07T19:22
ANGULLIA PARK OFF STREET,0,2022-04-11T13:02
ANGULLIA PARK OFF STREET,0,2022-04-12T04:22
ANGULLIA PARK OFF STREET,0,2022-04-12T05:07
ANGULLIA PARK OFF STREET,0,2022-04-12T05:12
ANGULLIA PARK OFF STREET,132,2022-04-12T12:27
ANGULLIA PARK OFF STREET,162,2022-04-12T12:57
ANGULLIA PARK OFF STREET,168,2022-04-12T13:02
ANGULLIA PARK OFF STREET,0,2022-04-12T13:07
ANGULLIA PARK OFF STREET,182,2022-04-11T12:52
ANGULLIA PARK OFF STREET,0,2022-04-11T12:57
ANGULLIA PARK OFF STREET,0,2022-04-12T04:27
ANGULLIA PARK OFF STREET,0,2022-04-11T12:37
ANGULLIA PARK OFF STREET,0,2022-04-11T12:42
ANGULLIA PARK OFF STREET,0,2022-04-11T12:47
ANGULLIA PARK OFF STREET,46,2022-04-12T04:32
ANGULLIA PARK OFF STREET,46,2022-04-12T04:37
ANGULLIA PARK OFF STREET,0,2022-04-12T04:42
ANGULLIA PARK OFF STREET,0,2022-04-11T11:37
ANGULLIA PARK OFF STREET,0,2022-04-12T11:57
ANGULLIA PARK OFF STREET,0,2022-04-12T12:02
ANGULLIA PARK OFF STREET,113,2022-04-12T12:07
ANGULLIA PARK OFF STREET,0,2022-04-12T12:12
ANGULLIA PARK OFF STREET,0,2022-04-12T12:17
ANGULLIA PARK OFF STREET,0,2022-04-12T12:22
Suntec City,2638,2022-03-17T16:12
Suntec City,2638,2022-03-17T16:07
Suntec City,1715,2022-04-18T00:27
Suntec City,1684,2022-04-18T00:42
Suntec City,1706,2022-04-18T00:32
Suntec City,1692,2022-04-18T00:37
Suntec City,1624,2022-04-18T01:07
Suntec City,1669,2022-04-18T00:47
Suntec City,1662,2022-04-18T00:52
Suntec City,1642,2022-04-18T01:02
Suntec City,1603,2022-04-18T01:12
Suntec City,1590,2022-04-18T01:17
Suntec City,1569,2022-04-18T01:22
Suntec City,1652,2022-04-18T00:57
Suntec City,1782,2022-04-17T23:47
Suntec City,1776,2022-04-17T23:52
Suntec City,1804,2022-04-17T23:27
Suntec City,1797,2022-04-17T23:32
Suntec City,1789,2022-04-17T23:37
Suntec City,1786,2022-04-17T23:42
Suntec City,1769,2022-04-17T23:57
Suntec City,1767,2022-04-18T00:02
Suntec City,1748,2022-04-18T00:07
Suntec City,1643,2022-03-14T01:02
Suntec City,1643,2022-03-14T01:07
Suntec City,1720,2022-03-21T00:42
Suntec City,1733,2022-03-22T00:27
Suntec City,1710,2022-03-22T00:42
Suntec City,1738,2022-04-18T00:12
Suntec City,1548,2022-04-18T01:27
Suntec City,1540,2022-04-18T01:32
Suntec City,1516,2022-04-18T01:37
Suntec City,1512,2022-04-18T01:42
Suntec City,1694,2022-02-28T00:42
Suntec City,1694,2022-02-28T00:47
Suntec City,1597,2022-03-14T01:17
Suntec City,1597,2022-03-14T01:22
Suntec City,1597,2022-03-14T01:27
Suntec City,1752,2022-03-15T00:27
Suntec City,1710,2022-03-22T00:37
Suntec City,1731,2022-04-18T00:17
Suntec City,1728,2022-04-18T00:22
Suntec City,1480,2022-04-18T01:47
Suntec City,1660,2022-02-28T00:57
Suntec City,1623,2022-02-28T01:02
Suntec City,1623,2022-02-28T01:07
Suntec City,1718,2022-03-07T00:32
Suntec City,1717,2022-03-14T00:37
Suntec City,1643,2022-03-14T01:12
Suntec City,1546,2022-03-14T01:32
Suntec City,1546,2022-03-14T01:37
Suntec City,1546,2022-03-14T01:42
Suntec City,1710,2022-03-22T00:32
Suntec City,1689,2022-03-22T00:47
Suntec City,1473,2022-04-18T01:52
Suntec City,1463,2022-04-18T01:57
Suntec City,1660,2022-02-28T00:52
Suntec City,1692,2022-03-07T00:37
Suntec City,1671,2022-03-07T00:57
Suntec City,1671,2022-03-07T01:02
Suntec City,1613,2022-03-07T01:22
Suntec City,1686,2022-03-14T00:52
Suntec City,1686,2022-03-14T00:57
Suntec City,1511,2022-03-14T01:52
Suntec City,1511,2022-03-14T01:57
Suntec City,1563,2022-04-04T01:37
Suntec City,1692,2022-03-07T00:42
Suntec City,1692,2022-03-07T00:47
Suntec City,1671,2022-03-07T00:52
Suntec City,1639,2022-03-07T01:17
Suntec City,1613,2022-03-07T01:27
Suntec City,1717,2022-03-14T00:42
Suntec City,1723,2022-03-15T00:47
Suntec City,1683,2022-03-15T00:52
Suntec City,1683,2022-03-15T01:02
Suntec City,1634,2022-03-15T01:07
Suntec City,1773,2022-03-21T23:57
Suntec City,1773,2022-03-22T00:02
Suntec City,1749,2022-03-22T00:07
Suntec City,1733,2022-03-22T00:17
Suntec City,1689,2022-03-22T00:52
Suntec City,1689,2022-03-22T00:57
Suntec City,1734,2022-04-04T00:32
Suntec City,1598,2022-04-04T01:17
Suntec City,1598,2022-04-04T01:22
Suntec City,1598,2022-04-04T01:32
Suntec City,1526,2022-04-04T01:52
Suntec City,1581,2022-02-28T01:22
Suntec City,1639,2022-03-07T01:07
Suntec City,1686,2022-03-14T00:47
Suntec City,1723,2022-03-15T00:37
Suntec City,1683,2022-03-15T00:57
Suntec City,1585,2022-03-15T01:17
Suntec City,1585,2022-03-15T01:27
Suntec City,1502,2022-03-15T01:47
Suntec City,1631,2022-03-16T01:02
Suntec City,1631,2022-03-16T01:17
Suntec City,1766,2022-03-21T00:12
Suntec City,1694,2022-03-21T00:47
Suntec City,1694,2022-03-21T00:57
Suntec City,1653,2022-03-21T01:12
Suntec City,1615,2022-03-21T01:27
Suntec City,1749,2022-03-22T00:12
Suntec City,1733,2022-03-22T00:22
Suntec City,1706,2022-04-04T00:37
Suntec City,1706,2022-04-04T00:42
Suntec City,1598,2022-04-04T01:27
Suntec City,1563,2022-04-04T01:42
Suntec City,1526,2022-04-04T01:47
Suntec City,1526,2022-04-04T01:57
Suntec City,1572,2022-04-19T01:22
Suntec City,1543,2022-04-19T01:32
Suntec City,1623,2022-02-28T01:12
Suntec City,1581,2022-02-28T01:17
Suntec City,1820,2022-03-01T23:22
Suntec City,1820,2022-03-01T23:27
Suntec City,1809,2022-03-01T23:32
Suntec City,1809,2022-03-01T23:37
Suntec City,1809,2022-03-01T23:42
Suntec City,1639,2022-03-07T01:12
Suntec City,1511,2022-03-14T01:47
Suntec City,1723,2022-03-15T00:32
Suntec City,1723,2022-03-15T00:42
Suntec City,1634,2022-03-15T01:12
Suntec City,1585,2022-03-15T01:22
Suntec City,1542,2022-03-15T01:37
Suntec City,1542,2022-03-15T01:42
Suntec City,1681,2022-03-16T00:52
Suntec City,1631,2022-03-16T01:07
Suntec City,1631,2022-03-16T01:12
Suntec City,1585,2022-03-16T01:22
Suntec City,1625,2022-03-18T01:12
Suntec City,1574,2022-03-18T01:17
Suntec City,1574,2022-03-18T01:22
Suntec City,1574,2022-03-18T01:27
Suntec City,1574,2022-03-18T01:32
Suntec City,1797,2022-03-20T23:37
Suntec City,1781,2022-03-20T23:47
Suntec City,1766,2022-03-21T00:07
Suntec City,1694,2022-03-21T00:52
Suntec City,1653,2022-03-21T01:02
Suntec City,1653,2022-03-21T01:07
Suntec City,1615,2022-03-21T01:17
Suntec City,1615,2022-03-21T01:22
Suntec City,1576,2022-03-21T01:32
Suntec City,1682,2022-04-04T00:47
Suntec City,1475,2022-04-04T02:07
Suntec City,1444,2022-04-18T02:02
Suntec City,1668,2022-04-19T00:52
Suntec City,1656,2022-04-19T00:57
Suntec City,1558,2022-04-19T01:27
Suntec City,1537,2022-02-28T01:32
Suntec City,1589,2022-03-01T01:07
Suntec City,1589,2022-03-01T01:12
Suntec City,1554,2022-03-01T01:17
Suntec City,1554,2022-03-01T01:22
Suntec City,1809,2022-03-01T23:47
Suntec City,1795,2022-03-06T23:37
Suntec City,1795,2022-03-06T23:42
Suntec City,1773,2022-03-06T23:47
Suntec City,1747,2022-03-07T00:07
Suntec City,1764,2022-03-14T00:02
Suntec City,1764,2022-03-14T00:07
Suntec City,1542,2022-03-15T01:32
Suntec City,1755,2022-03-16T00:22
Suntec City,1755,2022-03-16T00:27
Suntec City,1681,2022-03-16T00:47
Suntec City,1681,2022-03-16T00:57
Suntec City,1585,2022-03-16T01:27
Suntec City,1748,2022-03-21T00:17
Suntec City,1469,2022-03-21T02:22
Suntec City,1437,2022-03-21T02:37
Suntec City,1682,2022-04-04T00:52
Suntec City,1645,2022-04-04T01:02
Suntec City,1475,2022-04-04T02:12
Suntec City,1425,2022-04-04T02:17
Suntec City,1434,2022-04-18T02:07
Suntec City,1639,2022-04-19T01:02
Suntec City,1604,2022-04-19T01:07
Suntec City,1598,2022-04-19T01:12
Suntec City,1578,2022-04-19T01:17
Suntec City,1519,2022-04-19T01:37
Suntec City,1512,2022-04-19T01:42
Suntec City,1483,2022-04-19T01:47
Suntec City,1589,2022-03-01T01:02
Suntec City,1554,2022-03-01T01:27
Suntec City,1746,2022-03-02T00:22
Suntec City,1671,2022-03-02T01:02
