LinkID,Location,MaximumSpeed,MinimumSpeed,RoadCategory,RoadName,SpeedBand,timestamp
103000072,1.3020478491197238 103.85929118664532 1.3024623974822258 103.85961424505442,39,30,E,MUSCAT STREET,4,park/traffic_spe
103000078,1.3479138498233316 103.6923894384768 1.3491170726830268 103.69342360283092,999,70,A,PAN ISLAND EXPRESSWAY,8,park/traffic_spe
103000079,1.3491170726830268 103.69342360283092 1.3479138498233316 103.6923894384768,999,70,A,PAN ISLAND EXPRESSWAY,8,park/traffic_spe
103000080,1.3436196253925365 103.78499221155269 1.3431444683048892 103.78388724345461,69,60,A,PAN ISLAND EXPRESSWAY,7,park/traffic_spe
103000086,1.3009014346769388 103.90150591557894 1.3000155854751687 103.90006277560406,29,20,C,AMBER ROAD,3,park/traffic_spe
103000087,1.3000155854751687 103.90006277560406 1.3009014346769388 103.90150591557894,29,20,C,AMBER ROAD,3,park/traffic_spe
103000090,1.3795549789334551 103.83982137005759 1.3778764702530613 103.83969577191468,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000091,1.3778764702530613 103.83969577191468 1.3795549789334551 103.83982137005759,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000094,1.302018104115238 103.82687869301155 1.3025271098303324 103.82774617488765,29,20,E,JALAN TUPAI,3,park/traffic_spe
103000095,1.3025271098303324 103.82774617488765 1.302018104115238 103.82687869301155,999,70,E,JALAN TUPAI,8,park/traffic_spe
103000098,1.3034535281731428 103.82621354051224 1.302018104115238 103.82687869301155,39,30,D,TOMLINSON ROAD,4,park/traffic_spe
103000099,1.302018104115238 103.82687869301155 1.3034535281731428 103.82621354051224,39,30,D,TOMLINSON ROAD,4,park/traffic_spe
103000106,1.3185208604394962 103.8497306240015 1.3182839067307601 103.8484896779184,19,10,E,SHREWSBURY ROAD,2,park/traffic_spe
103000107,1.3182839067307601 103.8484896779184 1.3185208604394962 103.8497306240015,69,60,E,SHREWSBURY ROAD,7,park/traffic_spe
103000110,1.2771369059505562 103.81040355919788 1.277633353991097 103.80909264308315,39,30,D,TELOK BLANGAH HEIGHTS,4,park/traffic_spe
103000111,1.277633353991097 103.80909264308315 1.2771369059505562 103.81040355919788,999,70,D,TELOK BLANGAH HEIGHTS,8,park/traffic_spe
103000114,1.277633353991097 103.80909264308315 1.2780189431917124 103.80767112662544,39,30,D,TELOK BLANGAH HEIGHTS,4,park/traffic_spe
103000115,1.2780189431917124 103.80767112662544 1.277633353991097 103.80909264308315,999,70,D,TELOK BLANGAH HEIGHTS,8,park/traffic_spe
103000118,1.2765900388648779 103.81171237266507 1.276042945010033 103.81302172471231,49,40,D,TELOK BLANGAH HEIGHTS,5,park/traffic_spe
103000119,1.276042945010033 103.81302172471231 1.2765900388648779 103.81171237266507,39,30,D,TELOK BLANGAH HEIGHTS,4,park/traffic_spe
103000122,1.350438528643087 103.69440892471033 1.3517801862142893 103.69536755921838,999,70,A,PAN ISLAND EXPRESSWAY,8,park/traffic_spe
103000123,1.3517801862142893 103.69536755921838 1.350438528643087 103.69440892471033,999,70,A,PAN ISLAND EXPRESSWAY,8,park/traffic_spe
103000124,1.3022604164237386 103.88515409863628 1.3020018334230383 103.88506135448995,29,20,F,WILKINSON ROAD,3,park/traffic_spe
103000128,1.3021332006151927 103.84859614838282 1.3019803247888424 103.84892228360394,29,20,E,WILKIE ROAD,3,park/traffic_spe
103000134,1.3023326560971626 103.8192445570385 1.3019259729917443 103.8193666357108,39,30,D,CAMP ROAD,4,park/traffic_spe
103000135,1.3019259729917443 103.8193666357108 1.3023326560971626 103.8192445570385,39,30,D,CAMP ROAD,4,park/traffic_spe
103000138,1.3019154913408086 103.82562409886084 1.3021005061138486 103.82556786730588,29,20,E,LENGKOK MERAK,3,park/traffic_spe
103000139,1.3021005061138486 103.82556786730588 1.3019154913408086 103.82562409886084,19,10,E,LENGKOK MERAK,2,park/traffic_spe
103000142,1.30277750949525 103.81714881291575 1.301902777906714 103.81671018445115,39,30,E,TANGLIN WALK,4,park/traffic_spe
103000143,1.301902777906714 103.81671018445115 1.30277750949525 103.81714881291575,39,30,E,TANGLIN WALK,4,park/traffic_spe
103000146,1.301902777906714 103.81671018445115 1.3020760157371165 103.81636988608547,29,20,E,TANGLIN HILL,3,park/traffic_spe
103000147,1.3020760157371165 103.81636988608547 1.301902777906714 103.81671018445115,39,30,E,TANGLIN HILL,4,park/traffic_spe
103000148,1.3020505931348514 103.84753501033079 1.3018924565367096 103.84742450630118,29,20,E,SOPHIA ROAD,3,park/traffic_spe
103000152,1.3018924565367096 103.84742450630118 1.3020981998994814 103.84735684695016,29,20,E,ADIS ROAD,3,park/traffic_spe
103000156,1.3018714301953633 103.84120126880777 1.3024590972915757 103.84059908315483,29,20,B,KRAMAT ROAD,3,park/traffic_spe
103000162,1.3223315936500188 103.84782453064221 1.323225112339397 103.84825791705197,29,20,E,AKYAB ROAD,3,park/traffic_spe
103000163,1.323225112339397 103.84825791705197 1.3223315936500188 103.84782453064221,39,30,E,AKYAB ROAD,4,park/traffic_spe
103000166,1.3158766228467986 103.8525278217439 1.3154336431941307 103.853008273284,29,20,E,OXFORD ROAD,3,park/traffic_spe
103000167,1.3154336431941307 103.853008273284 1.3158766228467986 103.8525278217439,29,20,E,OXFORD ROAD,3,park/traffic_spe
103000170,1.315899168782131 103.85944206093603 1.3154021442041506 103.85980837679445,19,10,E,KEMPAS ROAD,2,park/traffic_spe
103000171,1.3154021442041506 103.85980837679445 1.315899168782131 103.85944206093603,19,10,E,KEMPAS ROAD,2,park/traffic_spe
103000174,1.3157770120574521 103.84426743639843 1.3156603053759763 103.84390320841796,39,30,E,JALAN KORMA,4,park/traffic_spe
103000175,1.3156603053759763 103.84390320841796 1.3157770120574521 103.84426743639843,29,20,E,JALAN KORMA,3,park/traffic_spe
103000176,1.3098922536055888 103.83345390955975 1.3097312042342106 103.83404900921593,39,30,F,STEVENS ROAD,4,park/traffic_spe
103000182,1.3095892684441353 103.82839685211003 1.3097460950865234 103.82879350703922,19,10,D,ARDMORE PARK,2,park/traffic_spe
103000183,1.3097460950865234 103.82879350703922 1.3095892684441353 103.82839685211003,29,20,D,ARDMORE PARK,3,park/traffic_spe
103000186,1.3095892684441353 103.82839685211003 1.3102253421678596 103.82740509577657,29,20,D,ARDMORE PARK,3,park/traffic_spe
103000187,1.3102253421678596 103.82740509577657 1.3095892684441353 103.82839685211003,29,20,D,ARDMORE PARK,3,park/traffic_spe
103000190,1.310468565405978 103.8376076936921 1.3095693665135413 103.8362897642633,19,10,E,ANTHONY ROAD,2,park/traffic_spe
103000191,1.3095693665135413 103.8362897642633 1.310468565405978 103.8376076936921,29,20,E,ANTHONY ROAD,3,park/traffic_spe
103000194,1.3095693665135413 103.8362897642633 1.310692335045372 103.83555854453066,29,20,C,CAIRNHILL ROAD,3,park/traffic_spe
103000195,1.310692335045372 103.83555854453066 1.3095693665135413 103.8362897642633,29,20,C,CAIRNHILL ROAD,3,park/traffic_spe
103000198,1.3156794372910703 103.85925389319206 1.315899168782131 103.85944206093603,29,20,E,KEMPAS ROAD,3,park/traffic_spe
103000199,1.315899168782131 103.85944206093603 1.3156794372910703 103.85925389319206,19,10,E,KEMPAS ROAD,2,park/traffic_spe
103000202,1.3778764702530613 103.83969577191468 1.377082366481272 103.8395587643731,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000203,1.377082366481272 103.8395587643731 1.3778764702530613 103.83969577191468,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000206,1.3765237228546703 103.83946526641823 1.377082366481272 103.8395587643731,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000207,1.377082366481272 103.8395587643731 1.3765237228546703 103.83946526641823,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000210,1.3835254500944634 103.83770121892717 1.38338023612439 103.83781517599795,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000211,1.38338023612439 103.83781517599795 1.3835254500944634 103.83770121892717,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000214,1.38338023612439 103.83781517599795 1.3822793699880447 103.83863653439964,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000215,1.3822793699880447 103.83863653439964 1.38338023612439 103.83781517599795,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000218,1.3840112390167347 103.83732856251386 1.3835254500944634 103.83770121892717,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000219,1.3835254500944634 103.83770121892717 1.3840112390167347 103.83732856251386,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000222,1.3777027981180603 103.84756217854924 1.3771978910136298 103.84765705588656,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000223,1.3771978910136298 103.84765705588656 1.3777027981180603 103.84756217854924,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000226,1.3771978910136298 103.84765705588656 1.376730487972268 103.84773795161581,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000227,1.376730487972268 103.84773795161581 1.3771978910136298 103.84765705588656,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000228,1.3133901063939397 103.85032404665321 1.3129765172117367 103.84974217909104,39,30,D,DORSET ROAD,4,park/traffic_spe
103000234,1.3839740978654103 103.84313695546383 1.3838894069258951 103.8424480441498,29,20,D,ANG MO KIO AVENUE 9,3,park/traffic_spe
103000235,1.3838894069258951 103.8424480441498 1.3839740978654103 103.84313695546383,39,30,D,ANG MO KIO AVENUE 9,4,park/traffic_spe
103000238,1.317103654150258 103.84888640803763 1.3164233526759435 103.84775689847758,39,30,B,NORFOLK ROAD,4,park/traffic_spe
103000239,1.3164233526759435 103.84775689847758 1.317103654150258 103.84888640803763,49,40,B,NORFOLK ROAD,5,park/traffic_spe
103000242,1.3748784522832425 103.83811376463666 1.3755371440113777 103.8390063090149,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000243,1.3755371440113777 103.8390063090149 1.3748784522832425 103.83811376463666,29,20,C,ANG MO KIO AVENUE 4,3,park/traffic_spe
103000246,1.3112406329656845 103.82143582576197 1.3118940935550105 103.82204317904964,19,10,D,NASSIM ROAD,2,park/traffic_spe
103000247,1.3118940935550105 103.82204317904964 1.3112406329656845 103.82143582576197,19,10,D,NASSIM ROAD,2,park/traffic_spe
103000254,1.3134139917128311 103.82959840334954 1.3129593497249092 103.82975943310102,29,20,E,BALMORAL PARK,3,park/traffic_spe
103000255,1.3129593497249092 103.82975943310102 1.3134139917128311 103.82959840334954,39,30,E,BALMORAL PARK,4,park/traffic_spe
103000258,1.3131328782183662 103.82911750896497 1.3129593497249092 103.82975943310102,29,20,C,STEVENS ROAD,3,park/traffic_spe
103000259,1.3129593497249092 103.82975943310102 1.3131328782183662 103.82911750896497,29,20,C,STEVENS ROAD,3,park/traffic_spe
103000260,1.3128994765010902 103.85727722633219 1.3134069573818214 103.85667709880157,29,20,E,PETAIN ROAD,3,park/traffic_spe
103000266,1.3135704480430792 103.8305390230549 1.3129593497249092 103.82975943310102,29,20,D,BALMORAL ROAD,3,park/traffic_spe
103000267,1.3129593497249092 103.82975943310102 1.3135704480430792 103.8305390230549,29,20,D,BALMORAL ROAD,3,park/traffic_spe
103000270,1.3129593497249092 103.82975943310102 1.3129482532197405 103.82979421597224,29,20,C,STEVENS ROAD,3,park/traffic_spe
103000271,1.3129482532197405 103.82979421597224 1.3129593497249092 103.82975943310102,29,20,C,STEVENS ROAD,3,park/traffic_spe
103000276,1.3131522033523786 103.84591215724936 1.3129397527298754 103.8453609319561,29,20,F,KAMPONG JAVA ROAD,3,park/traffic_spe
103000282,1.3128915402722743 103.8435107552494 1.3134502209463657 103.8434271564376,39,30,B,KAMPONG JAVA ROAD,4,park/traffic_spe
103000283,1.3134502209463657 103.8434271564376 1.3128915402722743 103.8435107552494,39,30,B,KAMPONG JAVA ROAD,4,park/traffic_spe
103000290,1.3133115247400988 103.85513650754488 1.3128657945370725 103.85467601502488,29,20,D,RACE COURSE ROAD,3,park/traffic_spe
103000291,1.3128657945370725 103.85467601502488 1.3133115247400988 103.85513650754488,29,20,D,RACE COURSE ROAD,3,park/traffic_spe
103000292,1.3112814046832442 103.8745843404284 1.3128669001147928 103.8740481840283,39,30,E,LORONG 3 GEYLANG,4,park/traffic_spe
103000298,1.311265024985496 103.83361404903052 1.3114126715258738 103.83387874363073,39,30,E,GOODWOOD HILL,4,park/traffic_spe
103000299,1.3114126715258738 103.83387874363073 1.311265024985496 103.83361404903052,19,10,E,GOODWOOD HILL,2,park/traffic_spe
103000300,1.3115941685350712 103.83315772987676 1.311265024985496 103.83361404903052,49,40,F,STEVENS ROAD,5,park/traffic_spe
103000306,1.3112406329656845 103.82143582576197 1.3116597146848918 103.8212526635276,19,10,D,NASSIM ROAD,2,park/traffic_spe
103000307,1.3116597146848918 103.8212526635276 1.3112406329656845 103.82143582576197,19,10,D,NASSIM ROAD,2,park/traffic_spe
103000310,1.311229840433147 103.84910566257994 1.311802597676934 103.84973058015619,19,10,E,RUTLAND ROAD,2,park/traffic_spe
103000311,1.311802597676934 103.84973058015619 1.311229840433147 103.84910566257994,19,10,E,RUTLAND ROAD,2,park/traffic_spe
103000312,1.3113680558354108 103.8488917458808 1.311229840433147 103.84910566257994,49,40,E,RUTLAND ROAD,5,park/traffic_spe
103000316,1.292423970537279 103.86259120957735 1.2912349150968774 103.8623028359393,69,60,F,OPHIR ROAD,7,park/traffic_spe
103000324,1.2912309351425506 103.86236811495664 1.2918238027402373 103.86295353079224,49,40,F,RAFFLES BOULEVARD,5,park/traffic_spe
103000330,1.3739406188810974 103.83737872197739 1.3748784522832425 103.83811376463666,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000331,1.3748784522832425 103.83811376463666 1.3739406188810974 103.83737872197739,39,30,C,ANG MO KIO AVENUE 4,4,park/traffic_spe
103000334,1.3694747355079808 103.84946957875535 1.369024197584065 103.84972450005914,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000335,1.369024197584065 103.84972450005914 1.3694747355079808 103.84946957875535,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000338,1.370561839669548 103.84885708436424 1.3696927152524048 103.84934676362796,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000339,1.3696927152524048 103.84934676362796 1.370561839669548 103.84885708436424,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000342,1.3696927152524048 103.84934676362796 1.3694747355079808 103.84946957875535,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000343,1.3694747355079808 103.84946957875535 1.3696927152524048 103.84934676362796,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000346,1.3239673531148124 103.92722444692839 1.3236245437060072 103.92726159815368,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000347,1.3236245437060072 103.92726159815368 1.3239673531148124 103.92722444692839,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000350,1.3240846767490342 103.92720949943045 1.3244923386287593 103.9271573268364,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000351,1.3244923386287593 103.9271573268364 1.3240846767490342 103.92720949943045,29,20,C,BEDOK NORTH AVENUE 1,3,park/traffic_spe
103000354,1.3159382308514525 103.84261245053749 1.315854648211366 103.84294233512517,59,50,E,SURREY ROAD,6,park/traffic_spe
103000355,1.315854648211366 103.84294233512517 1.3159382308514525 103.84261245053749,39,30,E,SURREY ROAD,4,park/traffic_spe
103000358,1.3807128617466986 103.84499903089491 1.3807123642926429 103.84500991262863,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000359,1.3807123642926429 103.84500991262863 1.3807128617466986 103.84499903089491,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000362,1.3118940935550105 103.82204317904964 1.3126625795883653 103.82252274944035,19,10,D,NASSIM ROAD,2,park/traffic_spe
103000363,1.3126625795883653 103.82252274944035 1.3118940935550105 103.82204317904964,29,20,D,NASSIM ROAD,3,park/traffic_spe
103000366,1.315854648211366 103.84294233512517 1.3167136667120711 103.84327853125002,999,70,E,LINCOLN ROAD,8,park/traffic_spe
103000367,1.3167136667120711 103.84327853125002 1.315854648211366 103.84294233512517,29,20,E,LINCOLN ROAD,3,park/traffic_spe
103000374,1.3807123642926429 103.84500991262863 1.380684897925153 103.8451761128162,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000375,1.380684897925153 103.8451761128162 1.3807123642926429 103.84500991262863,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000378,1.3157272395598174 103.84338520326874 1.315854648211366 103.84294233512517,29,20,E,SURREY ROAD,3,park/traffic_spe
103000379,1.315854648211366 103.84294233512517 1.3157272395598174 103.84338520326874,999,70,E,SURREY ROAD,8,park/traffic_spe
103000382,1.3156132848934614 103.84225443085381 1.3159382308514525 103.84261245053749,29,20,E,SURREY ROAD,3,park/traffic_spe
103000383,1.3159382308514525 103.84261245053749 1.3156132848934614 103.84225443085381,39,30,E,SURREY ROAD,4,park/traffic_spe
103000386,1.3147915862600077 103.84277519172518 1.3157272395598174 103.84338520326874,49,40,E,WEE NAM ROAD,5,park/traffic_spe
103000387,1.3157272395598174 103.84338520326874 1.3147915862600077 103.84277519172518,999,70,E,WEE NAM ROAD,8,park/traffic_spe
103000390,1.291162335870407 103.83939185990795 1.2909587737416484 103.83879622503638,19,10,E,MOHAMAD SULTAN ROAD,2,park/traffic_spe
103000391,1.2909587737416484 103.83879622503638 1.291162335870407 103.83939185990795,29,20,E,MOHAMAD SULTAN ROAD,3,park/traffic_spe
103000394,1.2916111381542603 103.83840296152836 1.2909587737416484 103.83879622503638,39,30,E,MARTIN ROAD,4,park/traffic_spe
103000395,1.2909587737416484 103.83879622503638 1.2916111381542603 103.83840296152836,39,30,E,MARTIN ROAD,4,park/traffic_spe
103000406,1.2909587737416484 103.83879622503638 1.2896315925323827 103.83812231618583,39,30,E,SAIBOO STREET,4,park/traffic_spe
103000407,1.2896315925323827 103.83812231618583 1.2909587737416484 103.83879622503638,39,30,E,SAIBOO STREET,4,park/traffic_spe
103000408,1.304116421073875 103.88129074763484 1.303480947720935 103.88194501182524,39,30,F,STADIUM CRESCENT,4,park/traffic_spe
103000414,1.3034705740870907 103.85962406762611 1.3041658180712976 103.85918340072986,39,30,E,JALAN KUBOR,4,park/traffic_spe
103000415,1.3041658180712976 103.85918340072986 1.3034705740870907 103.85962406762611,39,30,E,JALAN KUBOR,4,park/traffic_spe
103000418,1.30450312346212 103.82573244672774 1.3034535281731428 103.82621354051224,29,20,D,TOMLINSON ROAD,3,park/traffic_spe
103000419,1.3034535281731428 103.82621354051224 1.30450312346212 103.82573244672774,19,10,D,TOMLINSON ROAD,2,park/traffic_spe
103000422,1.3037416943275602 103.83626910885548 1.303367431108309 103.83695623568973,29,20,C,BIDEFORD ROAD,3,park/traffic_spe
103000423,1.303367431108309 103.83695623568973 1.3037416943275602 103.83626910885548,29,20,C,BIDEFORD ROAD,3,park/traffic_spe
103000430,1.299700019895312 103.82447173073814 1.2997425241983005 103.82423630283773,39,30,D,CHATSWORTH ROAD,4,park/traffic_spe
103000431,1.2997425241983005 103.82423630283773 1.299700019895312 103.82447173073814,19,10,D,CHATSWORTH ROAD,2,park/traffic_spe
103000432,1.299700493522719 103.83736801561635 1.299804080133152 103.83693000207771,39,30,E,DEVONSHIRE ROAD,4,park/traffic_spe
103000438,1.3002619350753117 103.8215795098097 1.2996880144700964 103.82122821735582,39,30,D,CHATSWORTH ROAD,4,park/traffic_spe
103000439,1.2996880144700964 103.82122821735582 1.3002619350753117 103.8215795098097,39,30,D,CHATSWORTH ROAD,4,park/traffic_spe
103000446,1.3004162443480554 103.85026714446101 1.299920511324217 103.84973050315914,29,20,B,PRINSEP STREET,3,park/traffic_spe
103000447,1.299920511324217 103.84973050315914 1.3004162443480554 103.85026714446101,29,20,B,PRINSEP STREET,3,park/traffic_spe
103000448,1.311229840433147 103.84910566257994 1.3113233168952205 103.84889480067116,49,40,E,RUTLAND ROAD,5,park/traffic_spe
103000454,1.3112234836796168 103.82532382034226 1.3114913467964102 103.82511923783522,39,30,D,ORANGE GROVE ROAD,4,park/traffic_spe
103000455,1.3114913467964102 103.82511923783522 1.3112234836796168 103.82532382034226,29,20,D,ORANGE GROVE ROAD,3,park/traffic_spe
103000456,1.3112234836796168 103.82532382034226 1.3113363109408036 103.82493559289007,29,20,D,ORANGE GROVE ROAD,3,park/traffic_spe
103000466,1.3106771084130493 103.84231654800287 1.3112736986654532 103.84260572116985,39,30,E,WINSTEDT DRIVE,4,park/traffic_spe
103000467,1.3112736986654532 103.84260572116985 1.3106771084130493 103.84231654800287,49,40,E,WINSTEDT DRIVE,5,park/traffic_spe
103000470,1.319061396656469 103.84092930386213 1.3188105351806543 103.84085187490123,19,10,E,GILSTEAD ROAD,2,park/traffic_spe
103000471,1.3188105351806543 103.84085187490123 1.319061396656469 103.84092930386213,29,20,E,GILSTEAD ROAD,3,park/traffic_spe
103000474,1.3193341206043803 103.84649970636902 1.318792210179824 103.84759767077377,39,30,E,MOULMEIN RISE,4,park/traffic_spe
103000475,1.318792210179824 103.84759767077377 1.3193341206043803 103.84649970636902,39,30,E,MOULMEIN RISE,4,park/traffic_spe
103000476,1.2995966073516918 103.82492836261135 1.299590087190852 103.82502125420042,29,20,C,GRANGE ROAD,3,park/traffic_spe
103000486,1.3040286035789885 103.84718841611495 1.303500829348059 103.84807244793292,39,30,E,UPPER WILKIE ROAD,4,park/traffic_spe
103000487,1.303500829348059 103.84807244793292 1.3040286035789885 103.84718841611495,29,20,E,UPPER WILKIE ROAD,3,park/traffic_spe
103000488,1.303806415521386 103.88260774967814 1.304792453252485 103.88350989144139,49,40,E,JALAN BENAAN KAPAL,5,park/traffic_spe
103000494,1.3126031583342976 103.83124637127273 1.3123210243571486 103.83235126377782,49,40,C,STEVENS ROAD,5,park/traffic_spe
103000495,1.3123210243571486 103.83235126377782 1.3126031583342976 103.83124637127273,49,40,C,STEVENS ROAD,5,park/traffic_spe
103000498,1.3068304068438552 103.85870764712449 1.3063839358022185 103.85912667113942,29,20,E,SYED ALWI ROAD,3,park/traffic_spe
103000499,1.3063839358022185 103.85912667113942 1.3068304068438552 103.85870764712449,29,20,E,SYED ALWI ROAD,3,park/traffic_spe
103000506,1.316224036531867 103.84001801202565 1.316912438354752 103.84022564204443,29,20,E,BUCKLEY ROAD,3,park/traffic_spe
103000507,1.316912438354752 103.84022564204443 1.316224036531867 103.84001801202565,29,20,E,BUCKLEY ROAD,3,park/traffic_spe
103000514,1.3014384798662653 103.88794327377201 1.3007662685213992 103.88781914331392,49,40,E,ARTHUR ROAD,5,park/traffic_spe
103000515,1.3007662685213992 103.88781914331392 1.3014384798662653 103.88794327377201,49,40,E,ARTHUR ROAD,5,park/traffic_spe
103000516,1.3003646841996643 103.85417742366865 1.2995900710274935 103.8549671753034,39,30,E,CHENG YAN PLACE,4,park/traffic_spe
103000522,1.3807436860731306 103.84424669062072 1.3807128617466986 103.84499903089491,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000523,1.3807128617466986 103.84499903089491 1.3807436860731306 103.84424669062072,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000526,1.368574220333337 103.84998011317111 1.3690128206372936 103.84973096070034,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000527,1.3690128206372936 103.84973096070034 1.368574220333337 103.84998011317111,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000530,1.3266284824846761 103.92688480413254 1.3257932174490585 103.92699111651997,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000531,1.3257932174490585 103.92699111651997 1.3266284824846761 103.92688480413254,29,20,C,BEDOK NORTH AVENUE 1,3,park/traffic_spe
